Provider No,Provider Name,Program No,Program Name,Program Type,Service Type,Zip Code of Residence at Admission,Admissions
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,10459,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,10462,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,10468,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,10562,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,10992,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11101,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11105,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11123,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11203,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11205,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11206,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11207,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11208,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11209,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11211,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11213,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11216,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11220,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11221,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11222,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11225,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11226,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11229,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11231,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11233,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11237,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11238,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11249,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11377,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11385,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11416,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11430,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11432,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11436,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11692,
50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,Outpatient Services,Med Sup Outpatient,11776,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10001,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10009,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10012,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10016,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10018,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10019,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10025,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10026,7
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10027,35
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10028,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10029,33
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10030,20
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10031,47
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10032,21
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10033,17
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10034,9
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10035,13
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10036,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10037,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10038,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10039,14
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10040,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10065,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10451,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10452,6
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10453,8
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10454,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10455,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10456,7
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10457,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10458,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10459,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10460,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10463,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10464,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10465,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10466,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10467,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10468,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10469,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10471,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10472,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10473,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10552,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10701,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10913,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,10925,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11023,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11207,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11212,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11216,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11221,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11368,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11421,
70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,Outpatient Services,Med Sup Outpatient,11434,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,07017,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,07112,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,07206,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,07304,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,07306,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10001,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10002,18
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10003,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10009,41
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10012,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10014,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10016,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10019,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10021,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10023,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10025,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10027,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10029,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10030,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10031,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10032,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10033,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10035,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10038,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10039,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10040,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10452,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10454,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10455,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10456,6
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10457,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10458,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10459,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10460,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10463,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10468,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10469,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10472,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10473,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,10708,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11101,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11102,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11201,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11204,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11206,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11214,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11216,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11218,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11220,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11221,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11222,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11223,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11232,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11234,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11235,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11237,45
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11356,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11368,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11418,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11434,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11435,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,11779,
70590,"The Educational Alliance, Inc.",55,Project Contact OP,Outpatient Services,Med Sup Outpatient,12572,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10003,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10012,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10032,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10035,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10457,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10466,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,10467,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11205,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11206,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11207,10
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11208,6
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11212,23
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11213,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11216,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11221,7
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11223,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11226,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11229,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11233,10
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11236,11
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11237,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11238,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11239,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11360,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11385,6
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11412,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11416,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11419,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11421,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11432,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11434,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11692,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11694,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11701,
81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Opioid Treatment,Treatment Clinic,11729,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11203,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11205,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11207,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11208,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11212,7
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11213,15
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11214,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11215,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11216,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11221,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11229,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11231,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11233,12
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11235,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11238,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11357,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11419,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11518,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11691,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11701,
81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Opioid Treatment,Treatment Clinic,11793,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10001,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10002,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10009,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10302,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10456,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10467,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,10468,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11001,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11003,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11010,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11040,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11050,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11096,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11102,
81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Opioid Treatment,Treatment Clinic,11104,
