Report Date,Borough,Community District,Case Type,Cases,Individuals
02/28/2018,Brooklyn,8,All Case Types,482,976
02/28/2018,Brooklyn,9,All Case Types,311,621
02/28/2018,Brooklyn,10,All Case Types,65,115
02/28/2018,Brooklyn,11,All Case Types,94,169
02/28/2018,Brooklyn,12,All Case Types,94,161
02/28/2018,Brooklyn,13,All Case Types,221,476
02/28/2018,Brooklyn,14,All Case Types,296,577
02/28/2018,Brooklyn,15,All Case Types,106,229
02/28/2018,Brooklyn,16,All Case Types,802,1713
02/28/2018,Brooklyn,17,All Case Types,634,1349
02/28/2018,Brooklyn,18,All Case Types,382,789
02/28/2018,Brooklyn,Unknown CD,All Case Types,1227,2063
02/28/2018,Manhattan,1,All Case Types,188,408
02/28/2018,Manhattan,2,All Case Types,28,36
02/28/2018,Manhattan,3,All Case Types,368,704
02/28/2018,Manhattan,4,All Case Types,212,315
02/28/2018,Manhattan,5,All Case Types,145,199
02/28/2018,Manhattan,6,All Case Types,104,144
02/28/2018,Manhattan,7,All Case Types,223,406
02/28/2018,Manhattan,8,All Case Types,75,101
02/28/2018,Manhattan,9,All Case Types,407,772
02/28/2018,Manhattan,10,All Case Types,809,1569
02/28/2018,Manhattan,11,All Case Types,794,1499
02/28/2018,Manhattan,12,All Case Types,438,894
02/28/2018,Manhattan,Unknown CD,All Case Types,1843,2709
02/28/2018,Queens,1,All Case Types,434,627
02/28/2018,Queens,2,All Case Types,212,287
02/28/2018,Queens,3,All Case Types,142,299
02/28/2018,Queens,4,All Case Types,125,261
02/28/2018,Queens,5,All Case Types,138,307
02/28/2018,Queens,6,All Case Types,31,45
02/28/2018,Queens,7,All Case Types,98,177
02/28/2018,Queens,8,All Case Types,148,260
02/28/2018,Queens,9,All Case Types,152,278
02/28/2018,Queens,10,All Case Types,120,228
02/28/2018,Queens,11,All Case Types,16,22
02/28/2018,Queens,12,All Case Types,820,1654
02/28/2018,Queens,13,All Case Types,300,559
02/28/2018,Queens,14,All Case Types,452,951
02/28/2018,Queens,Unknown CD,All Case Types,1166,2250
02/28/2018,Staten Island,1,All Case Types,402,922
02/28/2018,Staten Island,2,All Case Types,47,83
02/28/2018,Staten Island,3,All Case Types,34,64
02/28/2018,Staten Island,Unknown CD,All Case Types,138,292
01/31/2018,Bronx,1,All Case Types,883,2079
01/31/2018,Bronx,2,All Case Types,438,1025
01/31/2018,Bronx,3,All Case Types,856,1986
01/31/2018,Bronx,4,All Case Types,961,2264
01/31/2018,Bronx,5,All Case Types,934,2189
01/31/2018,Bronx,6,All Case Types,692,1683
01/31/2018,Bronx,7,All Case Types,700,1569
01/31/2018,Bronx,8,All Case Types,172,383
01/31/2018,Bronx,9,All Case Types,846,1983
01/31/2018,Bronx,10,All Case Types,213,460
01/31/2018,Bronx,11,All Case Types,347,760
01/31/2018,Bronx,12,All Case Types,784,1827
01/31/2018,Bronx,Unknown CD,All Case Types,1636,3218
01/31/2018,Brooklyn,1,All Case Types,259,517
01/31/2018,Brooklyn,2,All Case Types,267,492
01/31/2018,Brooklyn,3,All Case Types,1010,2013
01/31/2018,Brooklyn,4,All Case Types,420,896
01/31/2018,Brooklyn,5,All Case Types,1245,2699
01/31/2018,Brooklyn,6,All Case Types,171,346
01/31/2018,Brooklyn,7,All Case Types,137,283
01/31/2018,Brooklyn,8,All Case Types,470,942
01/31/2018,Brooklyn,9,All Case Types,310,625
01/31/2018,Brooklyn,10,All Case Types,62,109
01/31/2018,Brooklyn,11,All Case Types,88,165
01/31/2018,Brooklyn,12,All Case Types,91,164
01/31/2018,Brooklyn,13,All Case Types,225,475
01/31/2018,Brooklyn,14,All Case Types,309,610
01/31/2018,Brooklyn,15,All Case Types,106,232
01/31/2018,Brooklyn,16,All Case Types,829,1789
01/31/2018,Brooklyn,17,All Case Types,649,1383
01/31/2018,Brooklyn,18,All Case Types,372,773
01/31/2018,Brooklyn,Unknown CD,All Case Types,1237,2102
01/31/2018,Manhattan,1,All Case Types,189,424
01/31/2018,Manhattan,2,All Case Types,34,46
01/31/2018,Manhattan,3,All Case Types,364,692
01/31/2018,Manhattan,4,All Case Types,205,312
01/31/2018,Manhattan,5,All Case Types,154,213
01/31/2018,Manhattan,6,All Case Types,96,133
01/31/2018,Manhattan,7,All Case Types,220,406
01/31/2018,Manhattan,8,All Case Types,69,98
01/31/2018,Manhattan,9,All Case Types,407,761
01/31/2018,Manhattan,10,All Case Types,819,1584
01/31/2018,Manhattan,11,All Case Types,827,1565
01/31/2018,Manhattan,12,All Case Types,429,882
01/31/2018,Manhattan,Unknown CD,All Case Types,1829,2670
01/31/2018,Queens,1,All Case Types,444,654
01/31/2018,Queens,2,All Case Types,217,290
01/31/2018,Queens,3,All Case Types,143,297
01/31/2018,Queens,4,All Case Types,125,259
01/31/2018,Queens,5,All Case Types,137,297
01/31/2018,Queens,6,All Case Types,29,44
01/31/2018,Queens,7,All Case Types,99,185
01/31/2018,Queens,8,All Case Types,137,245
01/31/2018,Queens,9,All Case Types,149,284
01/31/2018,Queens,10,All Case Types,118,227
01/31/2018,Queens,11,All Case Types,16,22
01/31/2018,Queens,12,All Case Types,828,1683
01/31/2018,Queens,13,All Case Types,292,567
01/31/2018,Queens,14,All Case Types,453,962
01/31/2018,Queens,Unknown CD,All Case Types,1211,2355
01/31/2018,Staten Island,1,All Case Types,388,903
01/31/2018,Staten Island,2,All Case Types,42,75
01/31/2018,Staten Island,3,All Case Types,33,60
01/31/2018,Staten Island,Unknown CD,All Case Types,145,317
12/31/2017,Bronx,1,All Case Types,863,2006
12/31/2017,Bronx,2,All Case Types,423,993
12/31/2017,Bronx,3,All Case Types,849,1996
12/31/2017,Bronx,4,All Case Types,957,2241
12/31/2017,Bronx,5,All Case Types,925,2181
12/31/2017,Bronx,6,All Case Types,697,1704
12/31/2017,Bronx,7,All Case Types,677,1531
12/31/2017,Bronx,8,All Case Types,168,367
12/31/2017,Bronx,9,All Case Types,809,1907
12/31/2017,Bronx,10,All Case Types,210,449
12/31/2017,Bronx,11,All Case Types,328,723
12/31/2017,Bronx,12,All Case Types,795,1832
12/31/2017,Bronx,Unknown CD,All Case Types,1561,3149
12/31/2017,Brooklyn,1,All Case Types,254,499
12/31/2017,Brooklyn,2,All Case Types,259,474
12/31/2017,Brooklyn,3,All Case Types,1004,2017
12/31/2017,Brooklyn,4,All Case Types,414,883
12/31/2017,Brooklyn,5,All Case Types,1220,2641
12/31/2017,Brooklyn,6,All Case Types,164,339
12/31/2017,Brooklyn,7,All Case Types,138,284
12/31/2017,Brooklyn,8,All Case Types,463,931
12/31/2017,Brooklyn,9,All Case Types,313,628
12/31/2017,Brooklyn,10,All Case Types,56,99
12/31/2017,Brooklyn,11,All Case Types,82,157
12/31/2017,Brooklyn,12,All Case Types,82,149
12/31/2017,Brooklyn,13,All Case Types,226,487
12/31/2017,Brooklyn,14,All Case Types,306,605
12/31/2017,Brooklyn,15,All Case Types,106,229
12/31/2017,Brooklyn,16,All Case Types,803,1750
12/31/2017,Brooklyn,17,All Case Types,625,1330
12/31/2017,Brooklyn,18,All Case Types,370,772
12/31/2017,Brooklyn,Unknown CD,All Case Types,1189,2070
12/31/2017,Manhattan,1,All Case Types,184,417
12/31/2017,Manhattan,2,All Case Types,28,37
12/31/2017,Manhattan,3,All Case Types,362,699
12/31/2017,Manhattan,4,All Case Types,204,306
12/31/2017,Manhattan,5,All Case Types,157,233
12/31/2017,Manhattan,6,All Case Types,105,145
12/31/2017,Manhattan,7,All Case Types,214,393
12/31/2017,Manhattan,8,All Case Types,68,99
12/31/2017,Manhattan,9,All Case Types,393,734
12/31/2017,Manhattan,10,All Case Types,778,1514
12/31/2017,Manhattan,11,All Case Types,781,1546
12/31/2017,Manhattan,12,All Case Types,418,853
12/31/2017,Manhattan,Unknown CD,All Case Types,1756,2599
12/31/2017,Queens,1,All Case Types,405,603
12/31/2017,Queens,2,All Case Types,199,262
12/31/2017,Queens,3,All Case Types,142,287
12/31/2017,Queens,4,All Case Types,126,266
12/31/2017,Queens,5,All Case Types,134,292
12/31/2017,Queens,6,All Case Types,29,42
12/31/2017,Queens,7,All Case Types,93,170
12/31/2017,Queens,8,All Case Types,131,231
12/31/2017,Queens,9,All Case Types,142,251
12/31/2017,Queens,10,All Case Types,115,223
12/31/2017,Queens,11,All Case Types,16,21
12/31/2017,Queens,12,All Case Types,786,1614
12/31/2017,Queens,13,All Case Types,288,556
12/31/2017,Queens,14,All Case Types,441,938
12/31/2017,Queens,Unknown CD,All Case Types,1198,2362
12/31/2017,Staten Island,1,All Case Types,370,879
12/31/2017,Staten Island,2,All Case Types,42,71
12/31/2017,Staten Island,3,All Case Types,34,60
12/31/2017,Staten Island,Unknown CD,All Case Types,147,317
11/30/2017,Bronx,1,All Case Types,859,1988
11/30/2017,Bronx,2,All Case Types,440,1023
11/30/2017,Bronx,3,All Case Types,827,1944
11/30/2017,Bronx,4,All Case Types,978,2294
11/30/2017,Bronx,5,All Case Types,937,2216
11/30/2017,Bronx,6,All Case Types,709,1727
11/30/2017,Bronx,7,All Case Types,691,1545
11/30/2017,Bronx,8,All Case Types,176,386
11/30/2017,Bronx,9,All Case Types,826,1908
11/30/2017,Bronx,10,All Case Types,209,441
11/30/2017,Bronx,11,All Case Types,322,689
11/30/2017,Bronx,12,All Case Types,798,1786
11/30/2017,Bronx,Unknown CD,All Case Types,1596,3238
11/30/2017,Brooklyn,1,All Case Types,264,529
11/30/2017,Brooklyn,2,All Case Types,265,490
11/30/2017,Brooklyn,3,All Case Types,1002,2006
11/30/2017,Brooklyn,4,All Case Types,428,923
11/30/2017,Brooklyn,5,All Case Types,1222,2665
11/30/2017,Brooklyn,6,All Case Types,157,319
11/30/2017,Brooklyn,7,All Case Types,138,285
11/30/2017,Brooklyn,8,All Case Types,479,965
11/30/2017,Brooklyn,9,All Case Types,301,619
11/30/2017,Brooklyn,10,All Case Types,58,103
11/30/2017,Brooklyn,11,All Case Types,88,163
11/30/2017,Brooklyn,12,All Case Types,83,142
11/30/2017,Brooklyn,13,All Case Types,217,469
11/30/2017,Brooklyn,14,All Case Types,303,595
11/30/2017,Brooklyn,15,All Case Types,100,214
11/30/2017,Brooklyn,16,All Case Types,804,1758
11/30/2017,Brooklyn,17,All Case Types,614,1326
11/30/2017,Brooklyn,18,All Case Types,377,790
11/30/2017,Brooklyn,Unknown CD,All Case Types,1207,2116
11/30/2017,Manhattan,1,All Case Types,183,418
11/30/2017,Manhattan,2,All Case Types,30,40
11/30/2017,Manhattan,3,All Case Types,367,723
11/30/2017,Manhattan,4,All Case Types,199,296
11/30/2017,Manhattan,5,All Case Types,154,217
11/30/2017,Manhattan,6,All Case Types,103,140
11/30/2017,Manhattan,7,All Case Types,219,408
11/30/2017,Manhattan,8,All Case Types,71,106
11/30/2017,Manhattan,9,All Case Types,398,748
11/30/2017,Manhattan,10,All Case Types,803,1562
11/30/2017,Manhattan,11,All Case Types,813,1606
11/30/2017,Manhattan,12,All Case Types,434,865
11/30/2017,Manhattan,Unknown CD,All Case Types,1702,2518
11/30/2017,Queens,1,All Case Types,412,607
11/30/2017,Queens,2,All Case Types,192,253
11/30/2017,Queens,3,All Case Types,140,279
11/30/2017,Queens,4,All Case Types,136,294
11/30/2017,Queens,5,All Case Types,134,300
11/30/2017,Queens,6,All Case Types,29,41
11/30/2017,Queens,7,All Case Types,95,171
11/30/2017,Queens,8,All Case Types,120,207
11/30/2017,Queens,9,All Case Types,145,263
11/30/2017,Queens,10,All Case Types,113,221
11/30/2017,Queens,11,All Case Types,15,20
11/30/2017,Queens,12,All Case Types,786,1604
11/30/2017,Queens,13,All Case Types,279,541
11/30/2017,Queens,14,All Case Types,432,922
11/30/2017,Queens,Unknown CD,All Case Types,1236,2456
11/30/2017,Staten Island,1,All Case Types,365,873
11/30/2017,Staten Island,2,All Case Types,46,78
11/30/2017,Staten Island,3,All Case Types,31,55
11/30/2017,Staten Island,Unknown CD,All Case Types,152,340
10/31/2017,Bronx,1,All Case Types,867,1977
10/31/2017,Bronx,2,All Case Types,441,1015
10/31/2017,Bronx,3,All Case Types,844,1976
10/31/2017,Bronx,4,All Case Types,978,2248
10/31/2017,Bronx,5,All Case Types,897,2083
10/31/2017,Bronx,6,All Case Types,700,1722
10/31/2017,Bronx,7,All Case Types,667,1503
10/31/2017,Bronx,8,All Case Types,167,368
10/31/2017,Bronx,9,All Case Types,852,2006
10/31/2017,Bronx,10,All Case Types,217,464
10/31/2017,Bronx,11,All Case Types,330,712
10/31/2017,Bronx,12,All Case Types,803,1793
10/31/2017,Bronx,Unknown CD,All Case Types,1594,3284
10/31/2017,Brooklyn,1,All Case Types,267,538
10/31/2017,Brooklyn,2,All Case Types,272,511
10/31/2017,Brooklyn,3,All Case Types,988,1994
10/31/2017,Brooklyn,4,All Case Types,430,934
10/31/2017,Brooklyn,5,All Case Types,1215,2666
10/31/2017,Brooklyn,6,All Case Types,158,325
10/31/2017,Brooklyn,7,All Case Types,136,291
10/31/2017,Brooklyn,8,All Case Types,481,972
10/31/2017,Brooklyn,9,All Case Types,297,612
10/31/2017,Brooklyn,10,All Case Types,60,111
10/31/2017,Brooklyn,11,All Case Types,88,165
10/31/2017,Brooklyn,12,All Case Types,88,150
10/31/2017,Brooklyn,13,All Case Types,218,478
10/31/2017,Brooklyn,14,All Case Types,287,567
10/31/2017,Brooklyn,15,All Case Types,100,209
10/31/2017,Brooklyn,16,All Case Types,801,1760
10/31/2017,Brooklyn,17,All Case Types,598,1285
10/31/2017,Brooklyn,18,All Case Types,372,787
10/31/2017,Brooklyn,Unknown CD,All Case Types,1176,2146
10/31/2017,Manhattan,1,All Case Types,191,434
10/31/2017,Manhattan,2,All Case Types,30,40
10/31/2017,Manhattan,3,All Case Types,378,723
10/31/2017,Manhattan,4,All Case Types,189,289
10/31/2017,Manhattan,5,All Case Types,146,198
10/31/2017,Manhattan,6,All Case Types,103,139
10/31/2017,Manhattan,7,All Case Types,209,383
10/31/2017,Manhattan,8,All Case Types,68,105
10/31/2017,Manhattan,9,All Case Types,400,755
10/31/2017,Manhattan,10,All Case Types,815,1601
10/31/2017,Manhattan,11,All Case Types,813,1605
10/31/2017,Manhattan,12,All Case Types,416,849
10/31/2017,Manhattan,Unknown CD,All Case Types,1612,2436
10/31/2017,Queens,1,All Case Types,389,580
10/31/2017,Queens,2,All Case Types,183,248
10/31/2017,Queens,3,All Case Types,134,272
10/31/2017,Queens,4,All Case Types,129,281
10/31/2017,Queens,5,All Case Types,132,303
10/31/2017,Queens,6,All Case Types,29,38
10/31/2017,Queens,7,All Case Types,86,147
10/31/2017,Queens,8,All Case Types,122,206
10/31/2017,Queens,9,All Case Types,142,260
10/31/2017,Queens,10,All Case Types,114,224
10/31/2017,Queens,11,All Case Types,14,19
10/31/2017,Queens,12,All Case Types,761,1538
10/31/2017,Queens,13,All Case Types,264,527
10/31/2017,Queens,14,All Case Types,433,904
10/31/2017,Queens,Unknown CD,All Case Types,1289,2605
10/31/2017,Staten Island,1,All Case Types,348,833
10/31/2017,Staten Island,2,All Case Types,42,75
10/31/2017,Staten Island,3,All Case Types,30,54
10/31/2017,Staten Island,Unknown CD,All Case Types,182,437
09/30/2017,Bronx,1,All Case Types,862,1955
09/30/2017,Bronx,2,All Case Types,430,988
09/30/2017,Bronx,3,All Case Types,831,1933
09/30/2017,Bronx,4,All Case Types,995,2269
09/30/2017,Bronx,5,All Case Types,918,2118
09/30/2017,Bronx,6,All Case Types,696,1676
09/30/2017,Bronx,7,All Case Types,673,1513
09/30/2017,Bronx,8,All Case Types,154,340
09/30/2017,Bronx,9,All Case Types,842,1949
09/30/2017,Bronx,10,All Case Types,219,471
09/30/2017,Bronx,11,All Case Types,328,715
09/30/2017,Bronx,12,All Case Types,789,1757
09/30/2017,Bronx,Unknown CD,All Case Types,1544,3202
09/30/2017,Brooklyn,1,All Case Types,269,560
09/30/2017,Brooklyn,2,All Case Types,272,505
09/30/2017,Brooklyn,3,All Case Types,992,2012
09/30/2017,Brooklyn,4,All Case Types,429,937
09/30/2017,Brooklyn,5,All Case Types,1232,2738
09/30/2017,Brooklyn,6,All Case Types,159,328
09/30/2017,Brooklyn,7,All Case Types,131,286
09/30/2017,Brooklyn,8,All Case Types,478,974
09/30/2017,Brooklyn,9,All Case Types,301,628
09/30/2017,Brooklyn,10,All Case Types,62,115
09/30/2017,Brooklyn,11,All Case Types,88,164
09/30/2017,Brooklyn,12,All Case Types,92,165
09/30/2017,Brooklyn,13,All Case Types,207,468
09/30/2017,Brooklyn,14,All Case Types,284,558
09/30/2017,Brooklyn,15,All Case Types,95,199
09/30/2017,Brooklyn,16,All Case Types,807,1788
09/30/2017,Brooklyn,17,All Case Types,599,1276
09/30/2017,Brooklyn,18,All Case Types,395,828
09/30/2017,Brooklyn,Unknown CD,All Case Types,1128,2047
09/30/2017,Manhattan,1,All Case Types,195,450
09/30/2017,Manhattan,2,All Case Types,34,43
09/30/2017,Manhattan,3,All Case Types,366,724
09/30/2017,Manhattan,4,All Case Types,197,299
09/30/2017,Manhattan,5,All Case Types,140,176
09/30/2017,Manhattan,6,All Case Types,99,136
09/30/2017,Manhattan,7,All Case Types,216,402
09/30/2017,Manhattan,8,All Case Types,72,111
09/30/2017,Manhattan,9,All Case Types,406,762
09/30/2017,Manhattan,10,All Case Types,810,1585
09/30/2017,Manhattan,11,All Case Types,798,1580
09/30/2017,Manhattan,12,All Case Types,420,872
09/30/2017,Manhattan,Unknown CD,All Case Types,1575,2397
09/30/2017,Queens,1,All Case Types,424,641
09/30/2017,Queens,2,All Case Types,188,250
09/30/2017,Queens,3,All Case Types,136,278
09/30/2017,Queens,4,All Case Types,135,288
09/30/2017,Queens,5,All Case Types,138,318
09/30/2017,Queens,6,All Case Types,30,40
09/30/2017,Queens,7,All Case Types,86,149
09/30/2017,Queens,8,All Case Types,127,215
09/30/2017,Queens,9,All Case Types,150,290
09/30/2017,Queens,10,All Case Types,115,241
09/30/2017,Queens,11,All Case Types,14,19
09/30/2017,Queens,12,All Case Types,782,1641
09/30/2017,Queens,13,All Case Types,271,550
09/30/2017,Queens,14,All Case Types,445,949
09/30/2017,Queens,Unknown CD,All Case Types,1114,2279
09/30/2017,Staten Island,1,All Case Types,379,890
09/30/2017,Staten Island,2,All Case Types,44,83
09/30/2017,Staten Island,3,All Case Types,31,58
09/30/2017,Staten Island,Unknown CD,All Case Types,138,321
08/31/2017,Bronx,1,All Case Types,857,1919
08/31/2017,Bronx,2,All Case Types,437,1015
08/31/2017,Bronx,3,All Case Types,820,1889
08/31/2017,Bronx,4,All Case Types,1002,2292
08/31/2017,Bronx,5,All Case Types,932,2129
08/31/2017,Bronx,6,All Case Types,706,1688
08/31/2017,Bronx,7,All Case Types,668,1493
08/31/2017,Bronx,8,All Case Types,163,344
08/31/2017,Bronx,9,All Case Types,843,1965
08/31/2017,Bronx,10,All Case Types,239,518
08/31/2017,Bronx,11,All Case Types,337,733
08/31/2017,Bronx,12,All Case Types,803,1769
08/31/2017,Bronx,Unknown CD,All Case Types,1463,3042
08/31/2017,Brooklyn,1,All Case Types,277,569
08/31/2017,Brooklyn,2,All Case Types,274,510
08/31/2017,Brooklyn,3,All Case Types,1021,2045
08/31/2017,Brooklyn,4,All Case Types,428,942
08/31/2017,Brooklyn,5,All Case Types,1230,2743
08/31/2017,Brooklyn,6,All Case Types,156,330
08/31/2017,Brooklyn,7,All Case Types,129,272
08/31/2017,Brooklyn,8,All Case Types,480,975
08/31/2017,Brooklyn,9,All Case Types,291,602
08/31/2017,Brooklyn,10,All Case Types,69,121
08/31/2017,Brooklyn,11,All Case Types,91,163
08/31/2017,Brooklyn,12,All Case Types,102,175
08/31/2017,Brooklyn,13,All Case Types,208,459
08/31/2017,Brooklyn,14,All Case Types,293,576
08/31/2017,Brooklyn,15,All Case Types,98,194
08/31/2017,Brooklyn,16,All Case Types,796,1740
08/31/2017,Brooklyn,17,All Case Types,611,1309
08/31/2017,Brooklyn,18,All Case Types,382,800
08/31/2017,Brooklyn,Unknown CD,All Case Types,1103,2037
08/31/2017,Manhattan,1,All Case Types,196,469
08/31/2017,Manhattan,2,All Case Types,32,41
08/31/2017,Manhattan,3,All Case Types,364,731
08/31/2017,Manhattan,4,All Case Types,195,293
08/31/2017,Manhattan,5,All Case Types,131,162
08/31/2017,Manhattan,6,All Case Types,98,133
08/31/2017,Manhattan,7,All Case Types,214,385
08/31/2017,Manhattan,8,All Case Types,68,113
08/31/2017,Manhattan,9,All Case Types,413,775
08/31/2017,Manhattan,10,All Case Types,814,1600
08/31/2017,Manhattan,11,All Case Types,795,1540
08/31/2017,Manhattan,12,All Case Types,431,853
08/31/2017,Manhattan,Unknown CD,All Case Types,1572,2360
08/31/2017,Queens,1,All Case Types,458,698
08/31/2017,Queens,2,All Case Types,196,261
08/31/2017,Queens,3,All Case Types,142,288
08/31/2017,Queens,4,All Case Types,147,318
08/31/2017,Queens,5,All Case Types,141,330
08/31/2017,Queens,6,All Case Types,32,42
08/31/2017,Queens,7,All Case Types,96,170
08/31/2017,Queens,8,All Case Types,126,219
08/31/2017,Queens,9,All Case Types,170,333
08/31/2017,Queens,10,All Case Types,140,319
08/31/2017,Queens,11,All Case Types,16,21
08/31/2017,Queens,12,All Case Types,852,1791
08/31/2017,Queens,13,All Case Types,289,591
08/31/2017,Queens,14,All Case Types,452,964
08/31/2017,Queens,Unknown CD,All Case Types,881,1704
08/31/2017,Staten Island,1,All Case Types,403,975
08/31/2017,Staten Island,2,All Case Types,54,110
08/31/2017,Staten Island,3,All Case Types,34,63
08/31/2017,Staten Island,Unknown CD,All Case Types,82,169
07/31/2017,Bronx,1,All Case Types,823,1866
07/31/2017,Bronx,2,All Case Types,427,981
07/31/2017,Bronx,3,All Case Types,825,1894
07/31/2017,Bronx,4,All Case Types,966,2195
07/31/2017,Bronx,5,All Case Types,929,2100
07/31/2017,Bronx,6,All Case Types,694,1666
07/31/2017,Bronx,7,All Case Types,678,1540
07/31/2017,Bronx,8,All Case Types,180,377
07/31/2017,Bronx,9,All Case Types,828,1927
07/31/2017,Bronx,10,All Case Types,231,505
