Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2010,81770,Cornerstone of Medical Arts Center,51594,Cornerstone Continuous Care OP,New York,110,214 West 116th Street,New York,10026,Outpatient,Outpatient Clinic,Closed,142
2010,82070,Flushing Hospital and Medical Center,51644,Flushing Hospital and Medical Ctr. MMD,Queens,407,4500 Parsons Blvd,Flushing,11355,Crisis,Medical Managed Detoxification,Operational,17
2015,82070,Flushing Hospital and Medical Center,51644,Flushing Hospital and Medical Ctr. MMD,Queens,407,4500 Parsons Blvd,Flushing,11355,Crisis,Medical Managed Detoxification,Operational,28
2019,82070,Flushing Hospital and Medical Center,51644,Flushing Hospital and Medical Ctr. MMD,Queens,407,4500 Parsons Blvd,Flushing,11355,Crisis,Medical Managed Detoxification,Operational,27
2010,82070,Flushing Hospital and Medical Center,51827,Reflections OP,Queens,407,4500 Parsons Blvd,Flushing,11355,Outpatient,Outpatient Clinic,Operational,93
2015,82070,Flushing Hospital and Medical Center,51827,Reflections OP,Queens,407,4500 Parsons Blvd,Flushing,11355,Outpatient,Outpatient Clinic,Operational,107
2019,82070,Flushing Hospital and Medical Center,51827,Reflections OP,Queens,407,4500 Parsons Blvd,Flushing,11355,Outpatient,Outpatient Clinic,Operational,96
2010,83040,Beth Israel Medical Center,291,Gouverneur Clinic OTP,New York,103,109‐11 Delancey St,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,364
2015,83040,Beth Israel Medical Center,291,Gouverneur Clinic OTP,New York,103,109‐11 Delancey St,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,452
2010,83040,Beth Israel Medical Center,292,BIMC St. Vincents OTP,New York,102,201 West 13th Street,New York,10011,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,236
2010,83040,Beth Israel Medical Center,924,MMTP Avenue A  Clinic OTP 1,New York,103,26 Avenue A,New York,10009,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,395
2015,83040,Beth Israel Medical Center,924,MMTP Avenue A  Clinic OTP 1,New York,103,26 Avenue A,New York,10009,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,392
2010,83040,Beth Israel Medical Center,925,Cumberland Clinic OTP 2,Kings,302,100 Flatbush Ave,Brooklyn,11217,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,515
2015,83040,Beth Israel Medical Center,925,Cumberland Clinic OTP 2,Kings,302,100 Flatbush Ave,Brooklyn,11217,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,390
2010,83040,Beth Israel Medical Center,926,Clinic 1 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,411
2015,83040,Beth Israel Medical Center,926,Clinic 1 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,742
2010,83040,Beth Israel Medical Center,927,Harlem No. 2 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,578
2015,83040,Beth Israel Medical Center,927,Harlem No. 2 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,586
2010,83040,Beth Israel Medical Center,928,BIMC ‐Harlem No. 3 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,380
2010,83040,Beth Israel Medical Center,930,BIMC ‐Harlem OPD 8 OTP,New York,110,140 W 125th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,315
2015,83040,Beth Israel Medical Center,930,BIMC ‐Harlem OPD 8 OTP,New York,110,140 W 125th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,746
2010,83040,Beth Israel Medical Center,932,BIMC ‐Harlem # 8D OTP,New York,110,140 W. 125th Street,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,418
2010,83040,Beth Israel Medical Center,935,Vincent P. Dole Clinic OTP,Kings,306,25 12th St,Brooklyn,11215,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,384
2015,83040,Beth Israel Medical Center,935,Vincent P. Dole Clinic OTP,Kings,306,25 12th St,Brooklyn,11215,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,396
2010,83040,Beth Israel Medical Center,938,Clinic 1E OTP,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,333
2015,83040,Beth Israel Medical Center,938,Clinic 1E OTP,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,288
2010,83040,Beth Israel Medical Center,939,Beth Israel Medical Ctr Clinic 3G OTP,New York,106,429‐435 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,302
2015,83040,Beth Israel Medical Center,939,Beth Israel Medical Ctr Clinic 3G OTP,New York,106,429‐435 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,609
2010,83040,Beth Israel Medical Center,941,BIMC ‐ MMTP‐ Nyswander Clinic,New York,111,103 East 125th Street,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,103
2010,83040,Beth Israel Medical Center,946,Clinic 2C OTP,New York,106,429‐435 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,314
2015,83040,Beth Israel Medical Center,946,Clinic 2C OTP,New York,106,429‐435 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,586
2010,83040,Beth Israel Medical Center,947,BIMC Clinic 2F OTP,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,304
2010,83040,Beth Israel Medical Center,948,Beth Israel Med Ctr ‐3C OTP,New York,106,435 Second Avenue,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,273
2010,83040,Beth Israel Medical Center,952,Harlem No. 6/7 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,397
2015,83040,Beth Israel Medical Center,952,Harlem No. 6/7 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,461
2010,83040,Beth Israel Medical Center,3868,Vincent P. Dole Clinic OTP 1,Kings,306,25 12th St,Brooklyn,11215,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,12
2010,83040,Beth Israel Medical Center,3870,BIMC ‐ Gouverneur ‐S OTP,New York,103,109‐11 Delancey St,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,16
2010,83040,Beth Israel Medical Center,3871,BIMC Clinic 2F OTP 1,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,24
2010,83040,Beth Israel Medical Center,4565,Stuyvesant Square CD Treatment Prog IP,New York,106,10 Nathan D. Perlman Pl,New York,10003,Inpatient Treatment,Inpatient Rehabilitation,Closed,28
2015,83040,Beth Israel Medical Center,4565,Stuyvesant Square CD Treatment Prog IP,New York,106,10 Nathan D. Perlman Pl,New York,10003,Inpatient Treatment,Inpatient Rehabilitation,Closed,28
2010,83040,Beth Israel Medical Center,5825,Beth Israel Medical Center OP,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Clinic,Closed,40
2015,83040,Beth Israel Medical Center,5825,Beth Israel Medical Center OP,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Clinic,Closed,51
2010,83040,Beth Israel Medical Center,6074,Beth Israel Med Center MMD,New York,106,10 Nathan D. Perlman Pl,New York,10003,Crisis,Medical Managed Detoxification,Closed,33
2015,83040,Beth Israel Medical Center,6074,Beth Israel Med Center MMD,New York,106,10 Nathan D. Perlman Pl,New York,10003,Crisis,Medical Managed Detoxification,Closed,28
2010,83040,Beth Israel Medical Center,7279,BIMC Billie's Place OTP,New York,111,103 East 125th Street,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,49
2010,83040,Beth Israel Medical Center,8048,Beth Israel Medical Center MSW‐OP,New York,106,1‐9 Nathan D. Perlman Place,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Closed,1
2015,83040,Beth Israel Medical Center,8048,Beth Israel Medical Center MSW‐OP,New York,106,1‐9 Nathan D. Perlman Place,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Closed,3
2010,83040,Beth Israel Medical Center,51113,Beth Israel Medical Center OP R,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Rehabilitation,Closed,72
2015,83040,Beth Israel Medical Center,51113,Beth Israel Medical Center OP R,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Rehabilitation,Closed,105
2019,83040,Beth Israel Medical Center,53125,Gouverneur Clinic OTP,New York,103,109‐11 Delancey St,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,478
2019,83040,Beth Israel Medical Center,53126,MMTP Avenue A Clinic OTP,New York,103,26 Avenue A,New York,10009,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,354
2019,83040,Beth Israel Medical Center,53128,Clinic 1 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,717
2019,83040,Beth Israel Medical Center,53129,Harlem No. 2 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,614
2019,83040,Beth Israel Medical Center,53130,Clinic 8 OTP,New York,110,140 W 125th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,612
2019,83040,Beth Israel Medical Center,53131,Vincent P. Dole Clinic OTP,Kings,306,25 12th St,Brooklyn,11215,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,647
2019,83040,Beth Israel Medical Center,53132,Clinic 1E OTP,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,317
2019,83040,Beth Israel Medical Center,53133,Clinic 3G OTP,New York,106,429 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,552
2019,83040,Beth Israel Medical Center,53134,Clinic 2C OTP,New York,106,435 2nd Ave,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,623
2019,83040,Beth Israel Medical Center,53135,Harlem No. 6/7 OTP,New York,111,103 E 125th St,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,348
2019,83040,Beth Israel Medical Center,53136,Stuyvesant Square CD Treatment Prog IP,New York,106,10 Nathan D. Perlman Pl,New York,10003,Inpatient Treatment,Inpatient Rehabilitation,Operational,23
2019,83040,Beth Israel Medical Center,53137,Beth Israel Medical Center OP,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Clinic,Operational,52
2019,83040,Beth Israel Medical Center,53138,Beth Israel Medical Center MMD,New York,106,1‐9 Nathan D. Perlman Place,New York,10003,Crisis,Medical Managed Detoxification,Operational,21
2019,83040,Beth Israel Medical Center,53139,Beth Israel Medical Center MSW‐OP,New York,106,1‐9 Nathan D. Perlman Place,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Operational,2
2019,83040,Beth Israel Medical Center,53140,Beth Israel Medical Center OP R,New York,106,1‐9 Nathan D. Perlman Pl,New York,10003,Outpatient,Outpatient Rehabilitation,Operational,79
2010,83070,North General Hospital,50249,North General Hospital‐Med. Mgd. Detox,New York,111,1879 Madison Avenue ‐ 3rd/4th Flr,New York,10035,Crisis,Medical Managed Detoxification,Closed,13
2010,84150,Lincoln Medical & MHC (HHC),6813,Rec Ctr at Belvis Diagnostic & TC OP,Bronx,201,545 East 142nd St,Bronx,10454,Outpatient,Outpatient Clinic,Operational,165
2015,84150,Lincoln Medical & MHC (HHC),6813,Rec Ctr at Belvis Diagnostic & TC OP,Bronx,201,545 East 142nd St,Bronx,10454,Outpatient,Outpatient Clinic,Operational,56
2019,84150,Lincoln Medical & MHC (HHC),6813,Rec Ctr at Belvis Diagnostic & TC OP,Bronx,201,545 East 142nd St,Bronx,10454,Outpatient,Outpatient Clinic,Operational,25
2010,85110,Lutheran Medical Center,50018,Lutheran Medical Ctr ‐ Med. Mgd. Detox,Kings,307,150 55th Street ‐ 5th Flr,Brooklyn,11220,Crisis,Medical Managed Detoxification,Closed,8
2010,85110,Lutheran Medical Center,50019,Sunset Terrace Family Health Center,Kings,307,514 49th Street,Brooklyn,11220,Outpatient,Outpatient Clinic,Closed,95
2010,85120,Bellevue Hospital Center (HHC),422,Bellevue Hospital Center (HHC) OTP,New York,106,462 1st Ave,New York,10016,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,309
2015,85120,Bellevue Hospital Center (HHC),422,Bellevue Hospital Center (HHC) OTP,New York,106,462 1st Ave,New York,10016,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,369
2019,85120,Bellevue Hospital Center (HHC),422,Bellevue Hospital Center (HHC) OTP,New York,106,462 1st Ave,New York,10016,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,236
2010,85120,Bellevue Hospital Center (HHC),5961,Bellevue Hospital Ctr ‐ CD OP,New York,106,462 1st Ave,New York,10016,Outpatient,Outpatient Clinic,Closed,59
2010,85120,Bellevue Hospital Center (HHC),50285,Detoxification Unit MMD,New York,106,462 1st Ave,New York,10016,Crisis,Medical Managed Detoxification,Closed,17
2015,85120,Bellevue Hospital Center (HHC),50285,Detoxification Unit MMD,New York,106,462 1st Ave,New York,10016,Crisis,Medical Managed Detoxification,Closed,13
2019,85120,Bellevue Hospital Center (HHC),50285,Detoxification Unit MMD,New York,106,462 1st Ave,New York,10016,Crisis,Medical Managed Detoxification,Closed,11
2010,85120,Bellevue Hospital Center (HHC),51912,Bellevue Hospital Center (HHC) OP,New York,106,462 1st Ave,New York,10016,Outpatient,Outpatient Clinic,Operational,92
2015,85120,Bellevue Hospital Center (HHC),51912,Bellevue Hospital Center (HHC) OP,New York,106,462 1st Ave,New York,10016,Outpatient,Outpatient Clinic,Operational,110
2019,85120,Bellevue Hospital Center (HHC),51912,Bellevue Hospital Center (HHC) OP,New York,106,462 1st Ave,New York,10016,Outpatient,Outpatient Clinic,Operational,117
2010,85130,Harlem Hospital Center (HHC),956,Harlem Hospital Ctr‐Methadone Clinic 1,New York,110,264 West 118th Street,New York,10026,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,7
2010,85130,Harlem Hospital Center (HHC),50315,Harlem Hospital Ctr ‐ MMD,New York,110,506 Lenox Ave,New York,10037,Crisis,Medical Managed Detoxification,Closed,8
2015,85130,Harlem Hospital Center (HHC),50315,Harlem Hospital Ctr ‐ MMD,New York,110,506 Lenox Ave,New York,10037,Crisis,Medical Managed Detoxification,Closed,6
2019,85130,Harlem Hospital Center (HHC),50315,Harlem Hospital Ctr ‐ MMD,New York,110,506 Lenox Ave,New York,10037,Crisis,Medical Managed Detoxification,Closed,3
2010,85130,Harlem Hospital Center (HHC),50316,Harlem Hospital Ctr OP,New York,110,506 Lenox Ave,New York,10037,Outpatient,Outpatient Clinic,Operational,45
2015,85130,Harlem Hospital Center (HHC),50316,Harlem Hospital Ctr OP,New York,110,506 Lenox Ave,New York,10037,Outpatient,Outpatient Clinic,Operational,28
2019,85130,Harlem Hospital Center (HHC),50316,Harlem Hospital Ctr OP,New York,110,506 Lenox Ave,New York,10037,Outpatient,Outpatient Clinic,Operational,13
2010,85140,Jacobi Medical Center (HHC),50456,Jacobi Medical Center MMD,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Crisis,Medical Managed Detoxification,Closed,10
2015,85140,Jacobi Medical Center (HHC),50456,Jacobi Medical Center MMD,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Crisis,Medical Managed Detoxification,Closed,8
2019,85140,Jacobi Medical Center (HHC),50456,Jacobi Medical Center MMD,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Crisis,Medical Managed Detoxification,Closed,6
2010,85140,Jacobi Medical Center (HHC),51889,Jacobi Medical Center (HHC) OP,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Outpatient,Outpatient Clinic,Operational,50
2015,85140,Jacobi Medical Center (HHC),51889,Jacobi Medical Center (HHC) OP,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Outpatient,Outpatient Clinic,Operational,48
2019,85140,Jacobi Medical Center (HHC),51889,Jacobi Medical Center (HHC) OP,Bronx,211,1400 Pelham Pkwy S,Bronx,10461,Outpatient,Outpatient Clinic,Operational,47
2010,85140,Jacobi Medical Center (HHC),52088,NYC HHC Jacobi Medical Center,Bronx,211,1400 Pelham Parkway South,Bronx,10461,Chemical Dependency Youth,Outpat Chem Depend for Youth,Closed,42
2010,85180,Woodhull Medical/Mental Health Ctr‐HHC,6096,Woodhull Medical/MH Center‐HHC MMD,Kings,303,760 Broadway,Brooklyn,11206,Crisis,Medical Managed Detoxification,Closed,17
2015,85180,Woodhull Medical/Mental Health Ctr‐HHC,6096,Woodhull Medical/MH Center‐HHC MMD,Kings,303,760 Broadway,Brooklyn,11206,Crisis,Medical Managed Detoxification,Closed,13
2019,85180,Woodhull Medical/Mental Health Ctr‐HHC,6096,Woodhull Medical/MH Center‐HHC MMD,Kings,303,760 Broadway,Brooklyn,11206,Crisis,Medical Managed Detoxification,Closed,10
2010,85180,Woodhull Medical/Mental Health Ctr‐HHC,50911,Woodhull Medical & MH Ctr‐HHC OP,Kings,303,760 Broadway,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,78
2015,85180,Woodhull Medical/Mental Health Ctr‐HHC,50911,Woodhull Medical & MH Ctr‐HHC OP,Kings,303,760 Broadway,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,47
2019,85180,Woodhull Medical/Mental Health Ctr‐HHC,50911,Woodhull Medical & MH Ctr‐HHC OP,Kings,303,760 Broadway,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,37
2010,85190,BronxCare Health System,309,BronxCare OTP,Bronx,203,1276 Fulton Ave,Bronx,10456,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,539
2015,85190,BronxCare Health System,309,BronxCare OTP,Bronx,203,1276 Fulton Ave,Bronx,10456,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,563
2019,85190,BronxCare Health System,309,BronxCare OTP,Bronx,203,1276 Fulton Ave,Bronx,10456,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,499
2010,85190,BronxCare Health System,50036,BronxCare Life Recovery CR,Bronx,203,1285 Fulton Ave,Bronx,10456,Residential,Community Residential,Operational,22
2015,85190,BronxCare Health System,50036,BronxCare Life Recovery CR,Bronx,203,1285 Fulton Ave,Bronx,10456,Residential,Community Residential,Operational,20
2019,85190,BronxCare Health System,50036,BronxCare Life Recovery CR,Bronx,203,1285 Fulton Ave,Bronx,10456,Residential,Community Residential,Operational,22
2010,85190,BronxCare Health System,51115,Bronx Lebanon Hosp Ctr‐Med. Mgd. Detox,Bronx,203,1265 Franklin Avenue ‐ 4th Flr,Bronx,10456,Crisis,Medical Managed Detoxification,Closed,18
2010,85190,BronxCare Health System,51116,BronxCare Addictions Rehab Prog IP,Bronx,203,1285 Fulton Ave,Bronx,10456,Inpatient Treatment,Inpatient Rehabilitation,Operational,27
2015,85190,BronxCare Health System,51116,BronxCare Addictions Rehab Prog IP,Bronx,203,1285 Fulton Ave,Bronx,10456,Inpatient Treatment,Inpatient Rehabilitation,Operational,29
2019,85190,BronxCare Health System,51116,BronxCare Addictions Rehab Prog IP,Bronx,203,1285 Fulton Ave,Bronx,10456,Inpatient Treatment,Inpatient Rehabilitation,Operational,27
2010,85190,BronxCare Health System,51697,Bronx‐Lebanon Hospital Center CR 1,Bronx,202,742‐44 Kelly St,Bronx,10455,Residential,Community Residential,Closed,18
2015,85190,BronxCare Health System,51697,Bronx‐Lebanon Hospital Center CR 1,Bronx,202,742‐44 Kelly St,Bronx,10455,Residential,Community Residential,Closed,12
2015,85190,BronxCare Health System,52763,BronxCare Addictions Detox Prog MSW‐IP,Bronx,203,1285 Fulton Ave,Bronx,10456,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,8
2019,85190,BronxCare Health System,52763,BronxCare Addictions Detox Prog MSW‐IP,Bronx,203,1285 Fulton Ave,Bronx,10456,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,6
2015,85190,BronxCare Health System,52764,BronxCare Chemical Dependence OP,Bronx,203,1285 Fulton Ave,Bronx,10456,Outpatient,Outpatient Clinic,Operational,122
2019,85190,BronxCare Health System,52764,BronxCare Chemical Dependence OP,Bronx,203,1285 Fulton Ave,Bronx,10456,Outpatient,Outpatient Clinic,Operational,94
2010,85200,Staten Island University Hospital,304,Staten Island University Hosp. OTP,Richmond,503,392 Seguine Ave,Staten Island,10309,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,443
2015,85200,Staten Island University Hospital,304,Staten Island University Hosp. OTP,Richmond,503,392 Seguine Ave,Staten Island,10309,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,478
2019,85200,Staten Island University Hospital,304,Staten Island University Hosp. OTP,Richmond,503,392 Seguine Ave,Staten Island,10309,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,506
2010,85200,Staten Island University Hospital,944,Staten Island University Hosp. OTP 1,Richmond,501,111 Water St,Staten Island,10304,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,171
2015,85200,Staten Island University Hospital,944,Staten Island University Hosp. OTP 1,Richmond,501,111 Water St,Staten Island,10304,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,220
2019,85200,Staten Island University Hospital,944,Staten Island University Hosp. OTP 1,Richmond,501,111 Water St,Staten Island,10304,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,218
2010,85200,Staten Island University Hospital,4358,Staten Island University Hospital KEEP,Richmond,503,392 Seguine Ave,Staten Island,10309,Opioid Treatment Program,Methadone KEEP,Closed,35
2015,85200,Staten Island University Hospital,4358,Staten Island University Hospital KEEP,Richmond,503,392 Seguine Ave,Staten Island,10309,Opioid Treatment Program,Methadone KEEP,Closed,18
2010,85200,Staten Island University Hospital,6975,Staten Island University Hospital MMD,Richmond,503,375 Seguine Ave,Staten Island,10309,Crisis,Medical Managed Detoxification,Operational,27
2015,85200,Staten Island University Hospital,6975,Staten Island University Hospital MMD,Richmond,503,375 Seguine Ave,Staten Island,10309,Crisis,Medical Managed Detoxification,Operational,18
2019,85200,Staten Island University Hospital,6975,Staten Island University Hospital MMD,Richmond,503,375 Seguine Ave,Staten Island,10309,Crisis,Medical Managed Detoxification,Operational,17
2010,85200,Staten Island University Hospital,7148,Staten Island University Hosp. OTP 2,Kings,314,425 Coney Island Ave,Brooklyn,11218,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,374
2015,85200,Staten Island University Hospital,7148,Staten Island University Hosp. OTP 2,Kings,314,425 Coney Island Ave,Brooklyn,11218,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,374
2019,85200,Staten Island University Hospital,7148,Staten Island University Hosp. OTP 2,Kings,314,425 Coney Island Ave,Brooklyn,11218,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,350
2010,85200,Staten Island University Hospital,7150,Staten Island University Hosp. OTP 3,Kings,318,567 E 105th St,Brooklyn,11236,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,357
2015,85200,Staten Island University Hospital,7150,Staten Island University Hosp. OTP 3,Kings,318,567 E 105th St,Brooklyn,11236,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,349
2019,85200,Staten Island University Hospital,7150,Staten Island University Hosp. OTP 3,Kings,318,567 E 105th St,Brooklyn,11236,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,312
2010,85200,Staten Island University Hospital,51422,Staten Island University Hospital OP,Richmond,503,392 Seguine Ave,Staten Island,10309,Outpatient,Outpatient Clinic,Operational,240
2015,85200,Staten Island University Hospital,51422,Staten Island University Hospital OP,Richmond,503,392 Seguine Ave,Staten Island,10309,Outpatient,Outpatient Clinic,Operational,158
2019,85200,Staten Island University Hospital,51422,Staten Island University Hospital OP,Richmond,503,392 Seguine Ave,Staten Island,10309,Outpatient,Outpatient Clinic,Operational,188
2010,85200,Staten Island University Hospital,51623,Staten Island University Hospital IP,Richmond,503,375 Seguine Ave,Staten Island,10309,Inpatient Treatment,Inpatient Rehabilitation,Operational,21
2015,85200,Staten Island University Hospital,51623,Staten Island University Hospital IP,Richmond,503,375 Seguine Ave,Staten Island,10309,Inpatient Treatment,Inpatient Rehabilitation,Operational,23
2019,85200,Staten Island University Hospital,51623,Staten Island University Hospital IP,Richmond,503,375 Seguine Ave,Staten Island,10309,Inpatient Treatment,Inpatient Rehabilitation,Operational,19
2010,85210,Long Island Jewish Medical Center,307,Long Island Jewish Medical Center OTP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,299
2015,85210,Long Island Jewish Medical Center,307,Long Island Jewish Medical Center OTP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,360
2019,85210,Long Island Jewish Medical Center,307,Long Island Jewish Medical Center OTP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,417
2010,85210,Long Island Jewish Medical Center,3089,Long Island Jewish Medical Center OP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Outpatient,Outpatient Clinic,Operational,128
2015,85210,Long Island Jewish Medical Center,3089,Long Island Jewish Medical Center OP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Outpatient,Outpatient Clinic,Operational,159
2019,85210,Long Island Jewish Medical Center,3089,Long Island Jewish Medical Center OP,Queens,413,75‐59 263rd St,Glen Oaks,11004,Outpatient,Outpatient Clinic,Operational,258
2010,85210,Long Island Jewish Medical Center,50021,Long Island Jewish Medical Center OP1,Queens,414,1600 Central Ave,Far Rockaway,11691,Outpatient,Outpatient Clinic,Operational,130
2015,85210,Long Island Jewish Medical Center,50021,Long Island Jewish Medical Center OP1,Queens,414,1600 Central Ave,Far Rockaway,11691,Outpatient,Outpatient Clinic,Operational,80
2019,85210,Long Island Jewish Medical Center,50021,Long Island Jewish Medical Center OP1,Queens,414,1600 Central Ave,Far Rockaway,11691,Outpatient,Outpatient Clinic,Operational,113
2010,85270,Episcopal Health Services  Inc.,50020,Episcopal Health Srvs‐ Med. Mgd. Detox,Queens,414,327 Beach 19th Street,Far Rockaway,11691,Crisis,Medical Managed Detoxification,Closed,20
2010,85420,Montefiore Medical Center,327,Montefiore Medical Center OTP,Bronx,207,3550 Jerome Ave,Bronx,10467,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,356
2015,85420,Montefiore Medical Center,327,Montefiore Medical Center OTP,Bronx,207,3550 Jerome Ave,Bronx,10467,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,352
2019,85420,Montefiore Medical Center,327,Montefiore Medical Center OTP,Bronx,207,3550 Jerome Ave,Bronx,10467,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,350
2010,85420,Montefiore Medical Center,420,Montefiore Medical Center OTP 1,Bronx,205,2058 Jerome Ave,Bronx,10453,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,700
2015,85420,Montefiore Medical Center,420,Montefiore Medical Center OTP 1,Bronx,205,2058 Jerome Ave,Bronx,10453,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,696
2019,85420,Montefiore Medical Center,420,Montefiore Medical Center OTP 1,Bronx,205,2058 Jerome Ave,Bronx,10453,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,699
2010,85420,Montefiore Medical Center,51981,Montefiore Medical Center OP,Bronx,205,2058 Jerome Ave,Bronx,10453,Outpatient,Outpatient Clinic,Operational,41
